logFC,logCPM,LR,PValue,FDR,Sig,Dir,Sig_Dir,Treat,sample
2.6415879628786234,2.5679356655749905,6.901309332837474,0.008613264560912786,0.7542310639514523,FALSE,Up,FALSE_Up,Origin,NW_026262581.1-97825
0.4487739073457978,2.6059848296180355,1.6275869431190368,0.20203713333566736,1,FALSE,Up,FALSE_Up,Origin,NW_026262581.1-97832
-1.4411772479008123,2.6059848296180355,1.0555085881336765,0.3042418118335737,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-97836
-0.7283663987898709,2.6059848296180355,1.6243429043296794e-8,0.9998983098429345,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-97843
-0.7283663987898709,2.6059848296180355,1.6243429043296794e-8,0.9998983098429345,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-97856
-0.7283663987898709,2.6059848296180355,1.6243429043296794e-8,0.9998983098429345,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-97859
0.0808412553625842,2.6059848296180355,0.27729575397418627,0.5984791781282021,1,FALSE,Up,FALSE_Up,Origin,NW_026262581.1-97865
-1.597508778311125,2.6059848296180355,2.8315418459309396,0.09242958164355858,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-97888
0.5194017521437816,2.5768391015106316,2.874924818066064,0.08996917666186934,1,FALSE,Up,FALSE_Up,Origin,NW_026262581.1-97901
0.5295239733133568,2.5035849024040613,0.34429927649660197,0.5573580482633284,1,FALSE,Up,FALSE_Up,Origin,NW_026262581.1-337711
-0.35312448491149334,2.5584254128481994,1.8129882353532136e-9,0.9999660267140683,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-337718
-1.176695174151796,2.5584254128481994,2.246628372185383,0.13390588075105567,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-337722
-0.35312448491149334,2.5584254128481994,1.8129882353532136e-9,0.9999660267140683,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-337729
-0.35312448491149334,2.5584254128481994,1.8129882353532136e-9,0.9999660267140683,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-337742
-0.35312448491149334,2.5584254128481994,1.8129882353532136e-9,0.9999660267140683,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-337745
-0.558505163473891,2.555422991540852,5.136647261665304e-9,0.9999428152887141,1,FALSE,Down,FALSE_Down,Origin,NW_026262581.1-337751
0.7843931022814068,2.5584254128481994,3.5731738182880872,0.058719979798974316,1,FALSE,Up,FALSE_Up,Origin,NW_026262581.1-337774
2.212176420039715,2.544819879867466,4.248008150567964,0.039296394665849894,1,FALSE,Up,FALSE_Up,Origin,NW_026262581.1-337787
